Year,GDP (current USD)
2018,"84,269,348,327.3"
2017,"81,770,791,971.0"
2016,"74,296,618,481.1"
2015,"64,589,334,978.8"
2014,"55,612,228,233.5"
2013,"47,648,211,133.2"
2012,"43,310,721,414.1"
2011,"31,952,763,089.3"
2010,"29,933,790,334.3"
2009,"32,437,389,116.0"
2008,"27,066,912,635.2"
2007,"19,707,616,772.8"
2006,"15,280,861,834.6"
2005,"12,401,139,454.0"
2004,"10,131,187,261.4"
2003,"8,623,691,300.0"
2002,"7,850,809,498.2"
2001,"8,231,326,016.5"
2000,"8,242,392,103.7"
1999,"7,700,833,482.0"
1998,"7,818,224,905.6"
1997,"8,589,211,390.5"
1996,"8,547,939,730.6"
